Sample ID,Height-DBH Ratio,Estem,Etwig,Branching Distance,Twig Diameter,Twig Wood Density,Stem Wood Density,Leaf Mass Fraction,Leaf Area,LMA,LCC,LNC,LPC,d15N,t/b2,Ks,Ktwig,Huber Value,%Lum,VD,%Sapwood,d13C,Biomass5,pcent.max.Bio5,Symmetric Competition,Asymmetric Competition,Soil Humidity,pH,Organic C,N,P,K,Ca,Mg,Soil Depth,Slope,North Aspect,East Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,%Canopy Opening,Species,Site,Tree Age,Tree Height,julian date 2011,Branch Height,SRL,Root Wood Density,Twig branching angle,Hmax,Shade Tolerance,Drought Tolerance,WaterLogging Tolerance,DBH:DGH,Leaf Area Ratio,Branch Dry Mass,Leaf Thickness,Leaf Density,C.N,C.P,N.P,Kl,Kleaf,Biomass1,pcent.max.Bio1,Total Transmitted Light 
J7CAC12,150.74074070,4167.71338100,151.77609120,27.00000000,6.69000000,0.40917944,0.80163934,1.70333274,315.14444440,35.20784120,44.63100000,2.87270000,12.47193278,-0.03847430,0.03534869,394.42359380,2302.30507200,0.09612420,0.15021788,41534.74267000,0.29728301,-30.49359169,3.38925304,0.19249289,0.82963741,26.29080281,0.09266667,NA,NA,NA,NA,NA,NA,NA,21.00000000,25.70000000,-0.27563736,-0.96126170,146.00000000,26.50000000,-10.75000000,13.47000000,5.65000000,CAC,La Guérite,22.00000000,407.00000000,176.00000000,2.90000000,NA,NA,NA,25.00000000,2.07000000,4.00000000,2.50000000,0.65060241,489.04349500,6.39041319,0.11720000,0.30040820,13.99838138,3.23899509,0.23138354,2634.13794300,0.45212072,0.21211052,0.05293588,3.45000000
J7CAC13,130.48780490,5415.10106300,112.97696640,21.25000000,8.25500000,0.46374823,0.83500579,0.46087583,180.80750000,60.85201112,42.41369301,2.52960000,10.72557439,1.23017541,0.03586270,194.42230100,426.43592860,0.04926356,0.13696169,22433.89582000,0.11170634,-29.60578186,13.36163554,0.86007985,0.24992289,7.50347336,0.07933333,6.32000000,11.28967728,0.54685265,5.61235379,270.67345360,3714.67773700,165.41504580,20.00000000,7.40000000,-0.98480775,-0.17364818,146.00000000,26.50000000,-10.75000000,13.47000000,7.17000000,CAC,La Guérite,19.00000000,535.00000000,176.00000000,3.70000000,75.01142857,0.52258161,NA,25.00000000,2.07000000,4.00000000,2.50000000,0.73214286,74.46963189,10.52778133,0.16425000,0.37048409,16.76695644,3.95444491,0.23584751,1426.11139600,0.42781885,1.95064688,0.55174073,4.59000000
J7FAG10,161.25000000,3050.22594600,724.84446700,24.00000000,3.71500000,0.60258826,0.76713656,1.89413055,52.20687500,34.41835965,47.22330000,2.60860000,11.98374332,1.45966119,0.01684143,60.74354924,1137.05704900,0.00418458,0.13602022,6850.22174600,0.95334963,-30.73808968,6.03959957,0.41188639,1.21335731,13.41036309,0.10633333,6.38000000,8.58528340,0.32707355,6.46829944,281.58487800,3398.65980500,153.57465440,43.00000000,8.00000000,-0.98480775,-0.17364818,146.00000000,26.50000000,-10.75000000,13.47000000,6.68000000,FAG,La Guérite,31.00000000,387.00000000,176.00000000,3.10000000,67.90760870,0.69022138,NA,25.00000000,4.75000000,1.50000000,1.50000000,0.54545455,536.70323640,1.82300000,0.10060000,0.34213081,18.10292877,3.94061344,0.21767823,440.50631460,1.70028271,0.93057627,0.22528504,3.17000000
J7FRA13,148.83720930,6274.96632300,119.56856180,23.75000000,7.79000000,0.43706912,0.73824351,1.36560225,181.52500000,45.42074094,45.99790000,2.23630000,12.16012383,-0.35591215,0.01971330,183.96212650,635.71155850,0.12446501,0.10524342,15597.69673000,0.17599560,-30.70446190,17.52124126,1.00000000,0.09583508,13.79746817,0.17600000,5.04000000,10.06517882,0.35631167,12.66733301,107.05229880,2159.78071100,93.64986993,25.00000000,10.90000000,-0.86602540,-0.50000000,146.00000000,26.50000000,-10.75000000,13.47000000,8.76000000,FRA,La Guérite,17.00000000,640.00000000,176.00000000,4.70000000,NA,NA,NA,30.00000000,2.46000000,2.38000000,2.59000000,0.67187500,314.95090790,10.05343983,0.12960000,0.35046868,20.56875196,3.78268352,0.18390438,1681.95580300,0.25781148,3.63591971,1.00000000,2.64000000
J7OSV14,152.00000000,5389.91800000,563.87899420,17.60000000,3.97500000,0.53668367,0.75501299,0.78954306,33.33400000,30.71938561,44.42610000,2.77020000,18.32901098,1.21488847,0.02800870,65.36380786,1261.14595500,0.00391841,0.13773447,2497.36551400,0.98264832,-31.50937279,2.79643942,0.37716461,8.51834508,31.77152365,0.09500000,5.35000000,11.27844875,0.43727022,8.79054575,190.21022010,2670.89919600,144.63576560,30.00000000,7.00000000,-0.98480775,-0.17364818,146.00000000,26.50000000,-10.75000000,13.47000000,5.52000000,OSV,La Guérite,32.00000000,456.00000000,176.00000000,3.50000000,53.30617284,0.65243727,NA,12.00000000,4.58000000,3.25000000,1.07000000,0.71428571,248.36555360,2.27600000,0.12700000,0.24188493,16.03714533,2.42381327,0.15113745,469.78216460,5.65761857,0.77075068,0.47483047,2.39000000
J7PRS10,132.00000000,971.49888380,339.23901520,7.35000000,5.07000000,0.52526675,0.73880702,0.34862543,10.96811321,37.60472037,46.31810000,2.37870000,12.50170844,-2.33010446,0.03078194,36.98239533,642.85252260,0.00819511,0.13752620,4897.28732700,0.88529177,-30.67390831,1.83828802,0.09161756,3.99342203,19.90016030,0.09833333,5.18000000,20.53096802,0.73293608,37.89552971,230.59483530,2660.18306600,165.14978160,13.00000000,25.70000000,-0.27563736,-0.96126170,146.00000000,26.50000000,-10.75000000,13.47000000,3.77000000,PRS,La Guérite,17.00000000,198.00000000,176.00000000,1.70000000,NA,NA,NA,22.00000000,2.46000000,3.02000000,1.06000000,0.53571429,91.22803737,7.22551991,0.15400000,0.24418650,19.47202253,3.70494163,0.19027000,268.76253330,0.51171736,0.23682602,0.05340346,2.02000000
J7PRS9,100.68965520,1491.76680400,571.12495120,32.16666667,3.87000000,0.51524201,0.65146006,1.03710007,28.26456522,17.45925533,46.25080000,4.01980000,16.80776001,3.24307628,0.02420907,43.87085427,830.51112210,0.01329390,0.13559314,5213.79502900,0.96413860,-30.96655998,4.62857109,0.22627857,0.14229081,30.79849049,0.21200000,6.07000000,9.10095149,0.26921482,5.72168873,229.56057570,2825.39103000,134.01599220,21.00000000,9.00000000,-0.99939083,0.03489950,146.00000000,26.50000000,-10.75000000,13.47000000,3.82000000,PRS,La Guérite,15.00000000,292.00000000,176.00000000,2.50000000,64.27787234,0.43535076,NA,22.00000000,2.46000000,3.02000000,1.06000000,0.76315790,528.91082370,2.93800000,0.12160000,0.14357940,11.50574655,2.75175276,0.23916334,321.64800530,0.39441895,0.66184777,0.14639607,2.14000000
J7PRV18,129.73684210,4196.37389700,272.66639570,14.58333333,5.62500000,0.51967865,0.63313131,0.66898854,12.45062500,42.26695447,45.26890000,3.01590000,16.15643672,1.99074738,0.02644009,42.53777064,775.22632040,0.00810199,0.11985548,6235.33014100,0.92816224,-30.95670494,7.46875463,0.14982080,0.21116329,20.96054545,0.09300000,6.28000000,8.39731822,0.25884208,5.38337048,175.36148330,2882.25984900,118.50363920,45.00000000,8.70000000,-0.97814760,-0.20791169,146.00000000,26.50000000,-10.75000000,13.47000000,5.15000000,PRV,La Guérite,14.00000000,493.00000000,176.00000000,3.00000000,41.55531453,0.70113852,NA,9.00000000,2.59000000,2.88000000,1.11000000,0.77551020,157.41904510,7.13465133,0.13640000,0.30987503,15.01007991,2.80191114,0.18666864,349.47375220,0.74001756,1.47583874,0.65637624,2.53000000
J7PRV5,170.00000000,654.23804260,135.15811350,13.06666667,8.49000000,0.58683459,0.73094512,0.23678477,6.41119403,60.45861949,44.96610000,3.29500000,13.00166331,6.16758793,NA,NA,NA,NA,NA,NA,NA,-29.40624847,44.14639628,1.00000000,0.11646078,9.40122328,0.25066667,6.18000000,7.69310243,0.27730794,4.97005283,194.94132350,2841.02524300,115.42841530,30.00000000,8.50000000,-0.99939083,0.03489950,146.00000000,26.50000000,-10.75000000,13.47000000,7.57000000,PRV,La Guérite,15.00000000,170.00000000,176.00000000,1.30000000,NA,NA,NA,9.00000000,2.59000000,2.88000000,1.11000000,0.37037037,38.95527277,16.15391076,0.16460000,0.36730632,11.51566203,2.91734117,0.25333682,NA,NA,1.65586477,0.83160989,4.81000000
J7PRV6,102.58064520,1927.93845600,280.97956410,6.75000000,5.58000000,0.52698874,0.65184932,0.87314333,8.94772152,55.92258831,46.00572255,2.98650000,13.86416913,1.44901589,0.01846994,44.00562966,806.90890150,0.00646902,0.13611603,6346.78924300,0.93386990,-29.63045723,2.53984591,0.05166516,0.63402147,11.72509364,0.07200000,6.26000000,10.50725428,0.34944751,8.26046397,235.88260830,3126.08903300,133.03012480,23.00000000,8.00000000,-0.98480775,-0.17364818,146.00000000,26.50000000,-10.75000000,13.47000000,8.88000000,PRV,La Guérite,20.00000000,318.00000000,176.00000000,2.45000000,NA,NA,NA,9.00000000,2.59000000,2.88000000,1.11000000,0.81578947,157.05828160,5.76652177,0.13740000,0.40700574,15.40456138,3.31831804,0.21541139,355.01854290,0.87157505,0.20407177,0.09203719,4.89000000
J7QUR15,158.68852460,4930.72332800,356.89363570,23.66666667,5.07500000,0.55369308,0.72333333,1.24870981,82.00583333,42.76118569,47.85500000,3.02420000,14.11047525,1.08664781,0.02290162,254.81205110,694.55013220,0.07691756,0.12900173,24874.72704000,0.13882055,-31.49416267,4.16224074,0.15244163,1.02920338,18.45337224,0.37500000,4.85000000,17.78932683,0.66110762,16.64871362,171.89814300,1982.40360600,123.84707650,25.00000000,25.70000000,-0.27563736,-0.96126170,146.00000000,26.50000000,-10.75000000,13.47000000,5.30000000,QUR,La Guérite,32.00000000,484.00000000,176.00000000,3.60000000,60.19288079,0.69722425,NA,25.00000000,2.75000000,2.88000000,1.12000000,0.64893617,286.99338830,4.66961977,0.12000000,0.35634321,15.82401958,3.39145203,0.21432304,1936.21614800,0.45115097,0.50252111,0.08286069,2.62000000
J7RHT6,107.04545450,1962.37439600,48.25818901,40.50000000,10.79500000,0.33874626,0.55239202,2.74872565,250.06863640,61.95389993,51.16850000,3.56110000,15.53607350,6.12761158,0.01587746,274.13983810,1766.61975700,4.54551947,0.13407228,34333.03546000,0.32820186,-28.51788696,21.48213595,0.67807693,0.11681847,10.47046016,0.12100000,NA,NA,NA,NA,NA,NA,NA,NA,7.00000000,-0.86602540,0.50000000,146.00000000,26.50000000,-10.75000000,13.47000000,11.71000000,RHT,La Guérite,10.00000000,471.00000000,176.00000000,3.30000000,66.55822368,0.56643593,NA,6.00000000,1.56000000,4.00000000,1.00000000,0.70400000,445.81614710,12.70588792,0.14000000,0.44252786,14.36873438,3.29352845,0.22921493,2039.69293700,0.00620966,6.37228245,0.65713696,7.61000000
J7RHT7,80.71428571,848.26144830,43.99003573,36.66666667,11.67500000,0.36118216,0.55151184,2.33772348,208.28500000,65.58561586,49.94010000,3.46160000,14.46971818,-1.84568988,0.01050815,566.64817070,4988.92696300,2.27892736,0.16074010,34178.78814000,0.44839810,-26.24824341,13.27877034,0.44690081,0.79665821,20.33929140,0.05233333,NA,NA,NA,NA,NA,NA,NA,NA,13.70000000,0.40673664,-0.91354546,146.00000000,26.50000000,-10.75000000,13.47000000,12.78000000,RHT,La Guérite,17.00000000,339.00000000,176.00000000,2.60000000,NA,NA,NA,6.00000000,1.56000000,4.00000000,1.00000000,0.72413793,349.85523160,14.30365919,0.16040000,0.40888788,14.42688352,3.45135264,0.23923064,3514.64726700,0.02986968,1.61955011,0.17807668,8.04000000
J7SOA12,125.38461540,4011.28897200,390.02929910,18.25000000,4.65500000,0.50909028,0.68242012,1.39562443,35.84000000,56.78013393,47.02620000,2.84490000,16.87502403,4.53391089,0.04201674,25.40753209,462.10919500,0.00716547,0.13167447,3595.56049300,0.92630122,-30.83241280,15.37670844,0.98585838,0.27918685,6.61127370,0.34700000,6.39000000,6.60130741,0.16458093,5.75409649,186.39115240,2375.01960800,73.32667232,19.00000000,10.50000000,-0.99939083,0.03489950,146.00000000,26.50000000,-10.75000000,13.47000000,7.02000000,SOA,La Guérite,14.00000000,489.00000000,176.00000000,3.80000000,NA,NA,NA,10.00000000,2.59000000,1.77000000,1.27000000,0.75875486,239.59890610,3.29100000,0.13680000,0.41505946,16.53000105,2.78673381,0.16858643,193.21625690,0.48757614,1.76754171,0.68536239,2.71500000
J7SOA3,153.19148940,7470.90746100,306.56048080,28.33333333,5.32500000,0.52361683,0.57933192,1.29479624,55.04375000,54.63835585,48.79730000,3.72150000,17.71329590,0.47653220,0.04688018,29.05380491,443.76493430,0.01208084,0.15454902,3600.43731800,0.77789338,-30.92522758,15.16456847,1.00000000,3.33369541,40.93502260,0.30533333,NA,NA,NA,NA,NA,NA,NA,NA,11.00000000,-0.88294759,0.46947156,146.00000000,26.50000000,-10.75000000,13.47000000,5.88000000,SOA,La Guérite,16.00000000,720.00000000,176.00000000,4.80000000,NA,NA,NA,10.00000000,2.59000000,1.77000000,1.27000000,0.75806452,235.50317580,4.18058057,0.13400000,0.40774892,13.11226656,2.75484022,0.21009642,187.99087220,0.26885079,2.50744038,1.00000000,3.76000000
J7SOA4,233.50000000,8586.97252700,421.09408590,100.00000000,4.31500000,0.47227934,0.65006623,1.63493841,52.04400000,36.85343171,46.94640000,3.38460000,22.06825205,2.42574148,0.04086698,53.11340289,916.97727940,0.00668279,0.17946776,4756.62499300,0.87927466,-32.57228836,3.63493914,0.21619838,0.81991708,25.89825021,0.35500000,4.64000000,16.64178735,0.44640644,15.77295927,140.29260270,697.28650920,123.74341050,55.00000000,6.60000000,-0.88294759,0.46947156,146.00000000,26.50000000,-10.75000000,13.47000000,7.45000000,SOA,La Guérite,16.00000000,467.00000000,176.00000000,3.50000000,35.34619289,0.58275058,NA,10.00000000,2.59000000,1.77000000,1.27000000,0.62500000,401.55095180,1.78600000,0.13000000,0.28348794,13.87059032,2.12732752,0.15336965,294.90927370,1.09521135,0.63654028,0.22897107,4.51000000
J7TIA10,151.28205130,1301.01379900,136.04874800,11.83333333,6.46000000,0.34199345,0.27817084,1.26156547,101.51250000,25.94097607,43.75380000,3.95790000,21.35698182,0.54318034,0.03648155,77.42554508,1272.28175000,0.02382163,0.17437648,6540.53162300,0.83689146,-31.61005440,2.72596485,0.30512866,2.91039107,17.46937211,0.07733333,4.44000000,16.42804286,0.66655383,16.56450804,190.38806960,1582.56640000,110.35330530,27.00000000,25.70000000,-0.27563736,-0.96126170,146.00000000,26.50000000,-10.75000000,13.47000000,4.74000000,TIA,La Guérite,11.00000000,295.00000000,176.00000000,2.00000000,NA,NA,NA,35.00000000,3.98000000,2.88000000,1.26000000,0.72222222,474.06330840,5.01916086,0.15120000,0.17156730,10.25158951,1.97610992,0.19276132,441.98852770,0.63486214,0.29059693,0.13738737,2.01000000
J8ACP3,146.95652170,2151.57309900,288.05522300,8.62500000,5.04500000,0.44162769,0.51393750,1.86684783,97.33210526,33.43409163,47.74170000,2.63090000,15.10301783,-4.53914778,0.01416761,52.34483001,739.23513910,0.02003764,0.10331998,9082.82051800,0.71924842,-30.12511765,4.95509984,0.42495298,0.81352961,6.52788892,0.14600000,5.87000000,29.85930725,1.61014493,37.45738447,226.38066480,10563.03744000,551.92093540,20.00000000,29.00000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,3.54000000,ACP,Metallica,23.00000000,338.00000000,207.00000000,2.40000000,NA,NA,42.75540000,10.00000000,3.56000000,2.00000000,1.00000000,0.65714286,558.36654590,3.31200000,0.11980000,0.27908257,18.14652780,3.16107023,0.17419697,498.89944620,0.26123249,1.75887643,0.42047111,2.69000000
J8ACP4,149.75000000,5661.67351900,262.35038250,12.80000000,5.24000000,0.43391282,0.53633885,1.61924953,104.79916670,43.82986506,47.91680000,2.34910000,17.56022040,-5.18995955,0.02229696,22.51200735,349.93071280,0.01245219,0.06898097,5542.25915000,0.79165863,-28.27797188,10.05700243,0.84742877,1.61933507,11.08449811,0.10800000,4.01000000,14.11152319,0.39232337,37.59306312,146.66527460,857.45384180,112.82552610,16.00000000,18.70000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,2.76000000,ACP,Metallica,31.00000000,599.00000000,207.00000000,4.50000000,92.01432462,0.65581051,56.42250000,10.00000000,3.56000000,2.00000000,1.00000000,0.76923077,368.22465700,3.71900679,0.10100000,0.43395906,20.39793964,2.72871290,0.13377395,333.99186740,0.19686528,1.28643435,0.30215837,1.34000000
J8ACSA16,115.78947370,3778.67509000,359.93069390,18.80000000,5.08000000,0.55950569,0.80194004,1.11606354,62.87625000,40.55585376,46.53620000,2.09510000,18.44547178,-6.50472214,0.02062883,34.90130527,561.99967390,0.01148312,0.08975135,6607.06613600,0.82009564,-31.56012787,1.21756719,0.02262988,1.97318159,27.93141002,0.11400000,3.90000000,12.79230454,0.54341317,42.08760838,124.36054220,532.73864230,71.99994266,28.00000000,25.50000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,4.44000000,ACSA,Metallica,53.00000000,440.00000000,207.00000000,3.50000000,NA,0.63854764,54.62500000,35.00000000,4.76000000,2.88000000,3.37000000,0.77551020,267.61337100,4.96118709,0.09460000,0.42870881,22.21192306,2.52290647,0.11358343,389.55492490,0.80222976,0.20437838,0.01610353,2.02000000
J8ACSP4,81.76470588,1107.19976700,417.26074010,12.00000000,4.40000000,0.48659885,0.47533074,0.57604439,37.05250000,20.96124868,45.36400000,2.42510000,19.73679728,-3.33791439,0.03330375,33.33844281,456.73131900,0.00714996,0.08659075,6078.41019300,0.69772710,-29.36114250,1.42767225,0.01815407,1.17453451,27.21941497,0.12066667,4.35000000,19.08686067,0.81625442,153.36253060,154.36330930,2517.35663100,158.64268690,25.00000000,21.80000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,7.62000000,ACSP,Metallica,14.00000000,278.00000000,207.00000000,2.40000000,NA,NA,44.64100000,5.00000000,3.31000000,2.00000000,2.00000000,0.97142857,224.67362920,3.06400000,0.11780000,0.17793929,18.70603274,2.29844789,0.12287201,385.30370060,0.72191079,0.07974348,0.00710131,4.18000000
J8AMSP7,206.80000000,5723.54694400,665.98137490,12.37500000,3.82500000,0.58692575,0.77965388,1.06607760,18.74176471,40.11173535,46.19830000,2.14050000,15.45375298,-4.31334688,0.01605765,49.39218286,895.94451630,0.00506138,0.15984894,5371.17639900,0.92383201,-30.39006294,0.82112652,0.03723005,0.74755328,53.33162867,0.07300000,NA,NA,NA,NA,NA,NA,NA,NA,30.00000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,4.06500000,AMSP,Metallica,44.00000000,517.00000000,207.00000000,3.80000000,NA,NA,55.81807500,12.00000000,NA,NA,NA,0.50000000,248.95121010,2.60300000,0.12440000,0.32244160,21.58294791,2.98945506,0.13851004,308.32800190,1.98480892,0.11462317,0.02941009,4.00500000
J8AMSP8,127.14285710,2175.13586600,445.73713000,12.00000000,4.56000000,0.55829881,0.77439641,0.75608108,15.65272727,52.67743060,49.51860000,2.42610000,16.46846533,-4.48667051,0.01567078,55.01214573,1017.81978200,0.00637820,0.18909137,5573.75393100,0.94228529,-29.78016533,0.72984558,0.03147735,1.60488168,19.72856518,0.08966667,4.24000000,32.62343601,0.99144324,96.55128383,334.15334150,3773.80277700,294.58785320,9.00000000,24.80000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,8.52000000,AMSP,Metallica,27.00000000,267.00000000,207.00000000,2.20000000,NA,0.68508799,49.96108750,12.00000000,NA,NA,NA,0.70000000,143.63851350,5.92000000,0.14120000,0.37306962,20.41078274,3.00687399,0.14731792,285.32219240,1.06490421,0.17536174,0.04279986,6.94000000
J8CAC14,164.87804880,12899.53065000,136.21011260,57.00000000,7.42000000,0.45172629,0.73958060,0.48638231,124.18333330,43.39014897,45.86340000,2.35350000,12.68218295,-4.88987057,0.03511922,262.11997440,264.88737450,0.12158114,0.13467617,24447.84897000,0.05146728,-30.60012756,1.61646645,0.10135355,1.11801102,28.94617581,0.07533333,4.86000000,12.92412752,0.48073810,64.68672581,144.16150920,1976.91262100,168.35680900,27.00000000,29.70000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,4.79000000,CAC,Metallica,48.00000000,676.00000000,207.00000000,5.50000000,NA,NA,35.27200000,25.00000000,2.07000000,4.00000000,2.50000000,0.84536083,110.23622380,9.90373185,0.12020000,0.36098294,19.48731676,3.61636480,0.18557531,1843.11254700,0.31589485,0.27213006,0.07497664,2.92000000
J8CAC15,138.33333330,4587.85944600,115.10418660,56.00000000,8.67500000,0.52178103,0.73642456,1.30693062,378.55750000,51.25707455,46.53140000,2.44110000,10.58097210,16.19179199,0.03608153,122.75350850,1085.64353900,0.03220130,0.09784763,16686.64227000,0.45042600,-29.86837639,5.61582090,0.40672271,1.35110424,13.72904485,0.12100000,3.90666667,10.99562142,0.41796870,50.54382133,97.25582936,571.46430450,76.71903451,55.00000000,17.90000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,3.85000000,CAC,Metallica,51.00000000,664.00000000,207.00000000,5.20000000,NA,0.57647059,65.54850000,25.00000000,2.07000000,4.00000000,2.50000000,0.60759494,255.81120640,13.24324312,0.11820000,0.43364699,19.06165253,4.39764887,0.23070659,1215.77236800,0.42643474,0.69722033,0.22188730,2.22000000
J8FAG11,115.05376340,6540.01311300,617.07999820,18.16666667,4.15000000,0.64017081,0.77210728,0.59086539,46.05529412,27.75436176,47.85660000,2.37430000,12.06562126,-4.83679726,0.01525784,44.83005500,834.37818240,0.00700840,0.14478179,5363.19630300,0.94790274,-31.98615517,2.21814172,0.16070663,5.82838280,35.03695499,0.13666667,3.89000000,17.21369787,0.52341074,46.82946792,151.76298160,1004.83440100,127.65683530,55.00000000,15.40000000,-0.91354546,-0.40673664,210.00000000,26.00000000,-10.67000000,13.41000000,3.24000000,FAG,Metallica,44.00000000,535.00000000,207.00000000,4.60000000,NA,0.59935275,68.76377500,25.00000000,4.75000000,1.50000000,1.50000000,0.94897959,209.71634620,4.16000000,0.07560000,0.36712119,20.15608811,3.96636021,0.19678224,309.55123960,0.71276661,0.35245391,0.09064793,1.74000000
J8OSV16,108.63636360,3487.56322300,550.73354480,9.26666667,4.19000000,0.58240860,0.72733082,1.39339339,29.98761905,42.66840283,46.07890000,2.42240000,12.10064587,-3.91040413,0.02873033,34.31481990,658.56430620,0.00605537,0.06963652,7139.22149500,0.97743205,-30.36211143,6.49612010,0.95079953,0.35807363,13.48494248,0.12800000,3.91000000,30.77375253,1.28215768,104.52265820,245.55851040,2427.63439300,230.37573080,44.00000000,22.70000000,-0.52991926,0.84804810,245.00000000,26.00000000,-10.67000000,13.41000000,5.20000000,OSV,Metallica,28.00000000,478.00000000,207.00000000,3.00000000,NA,NA,66.65750000,12.00000000,4.58000000,3.25000000,1.07000000,0.80000000,317.99344800,3.66300000,0.09160000,0.46581226,19.02200297,3.80797029,0.20018766,484.87360950,1.04817733,0.78045565,0.52177383,3.59000000
J8POG4,135.55555560,826.21927110,319.17172470,13.50000000,5.08000000,0.49614662,0.50972067,0.98988068,23.41222222,74.65236581,48.27650000,1.76450000,13.73069409,-4.64029600,0.02146336,98.09409017,1766.19065300,0.00569652,0.18357528,6277.42475700,0.91699053,-29.68064178,4.16792525,0.12473198,3.45093032,1.76430822,0.04633333,4.66000000,8.28533916,0.25586957,42.95422199,73.67389603,548.00724640,52.58203061,49.00000000,28.40000000,-0.97814760,-0.20791169,245.00000000,26.00000000,-10.67000000,13.41000000,34.48000000,POG,Metallica,12.00000000,244.00000000,207.00000000,1.50000000,96.69178404,0.50597976,65.24900000,20.00000000,1.21000000,2.50000000,2.00000000,0.52173913,133.57543360,4.61873852,0.13140000,0.56813064,27.35987532,3.51595482,0.12850771,540.89164560,5.04194592,0.69990816,0.05073209,19.68000000
J8POG5,100.00000000,1208.65560300,126.70943270,9.06666667,8.09500000,0.50015067,0.43682653,1.25031111,19.35000000,87.53021589,51.44270000,2.00170000,16.41154998,-3.69160273,0.02087113,137.36154830,2414.71950700,0.01314326,0.20378013,8744.63206100,0.89530626,-27.47178520,21.40742809,0.64582255,1.61933507,2.91388110,0.02333333,4.49000000,12.72835852,0.34773782,123.85753300,85.12464371,887.11234080,72.79870673,55.00000000,16.00000000,-0.86602540,0.50000000,245.00000000,26.00000000,-10.67000000,13.41000000,30.99000000,POG,Metallica,12.00000000,485.00000000,207.00000000,3.40000000,NA,0.67550274,50.13165000,20.00000000,1.21000000,2.50000000,2.00000000,0.65540541,141.83717580,11.97781886,0.14860000,0.58903241,25.69950542,3.13454245,0.12196898,673.24968170,1.47998510,3.72657488,0.27229668,17.64000000
J8POT9,136.48648650,4512.94581700,161.11700980,10.39285714,7.23500000,0.50801515,0.53429268,0.95571239,7.10440000,112.74703000,49.21530000,1.75280000,16.30780550,-4.45565788,0.03225937,81.33693219,1505.07139300,0.01195659,0.18674915,6839.96550400,0.94240900,-27.40845619,4.16022835,0.16070855,3.14159265,1.71771767,0.06100000,4.49000000,8.24116920,0.33342956,36.03032560,65.05745497,347.31312130,34.63181448,55.00000000,28.40000000,-0.97814760,-0.20791169,245.00000000,26.00000000,-10.67000000,13.41000000,32.82000000,POT,Metallica,13.00000000,505.00000000,207.00000000,3.30000000,183.24444440,NA,58.01850000,25.00000000,1.21000000,1.77000000,1.77000000,0.82222222,86.97222299,13.35966772,0.17840000,0.63199008,28.07810361,3.01789839,0.10748227,433.75564420,1.11257484,0.79429613,0.10176182,21.55000000
J8PRP2,143.24324320,4970.22273600,276.29632550,11.90000000,5.76500000,0.55313601,0.53190261,1.07547076,9.93523365,56.88242543,46.88510000,2.68060000,25.85181099,-4.54654409,0.02674441,34.78459014,623.82801120,0.01262672,0.12364765,3564.18970300,0.91337284,-26.72767700,12.37296298,0.92285446,0.95871086,7.69980831,0.15566667,4.22000000,18.68746785,1.02597809,115.98334760,191.83043700,1970.32436200,156.12922710,19.00000000,23.20000000,-0.58778525,0.80901699,245.00000000,26.00000000,-10.67000000,13.41000000,7.74000000,PRP,Metallica,35.00000000,530.00000000,207.00000000,3.20000000,NA,0.55992625,46.41500000,12.00000000,NA,NA,NA,0.80434783,188.84109100,7.91374373,0.13260000,0.42897757,17.49052451,1.81360989,0.10369100,279.61373860,0.38726933,0.88702770,0.17849503,4.87000000
J8PRP3,100.76923080,1089.81454900,260.01273470,11.08695652,5.80500000,0.52778527,0.53656738,1.73130653,8.81786207,68.70067809,47.61080000,1.98260000,34.33008154,-6.28728630,0.02981102,42.16448497,767.91571590,0.01480759,0.12944000,5175.86235800,0.92754901,-26.53940071,12.02482268,0.85578273,1.20653112,1.67223149,0.02733333,4.76000000,12.72446606,0.63240418,141.45489100,134.33435590,1547.70972300,135.41441510,43.00000000,16.60000000,-0.99756405,-0.06975647,245.00000000,26.00000000,-10.67000000,13.41000000,10.67000000,PRP,Metallica,13.00000000,393.00000000,207.00000000,2.90000000,99.14009009,0.67581837,55.35880000,12.00000000,NA,NA,NA,0.61904762,254.26061730,8.59004443,0.09980000,0.68838355,24.01432462,1.38685368,0.05775110,326.37315980,0.48641365,1.66124435,0.31896849,3.35000000
