SampleID,Height.DBH.Ratio,Estem,Etwig,Branching.Distance,Twig.Diameter,Twig.Wood.Density,Stem.Wood.Density,Leaf.Mass.Fraction,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C,Biomass5,pcent.max.Bio5,Symmetric.Competition,Asymmetric.Competition,Soil.Humidity,SoilpH,Organic C,N,P,K,Ca,Mg,Soil.Depth,Slope,North.Aspect,East.Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,X.Canopy Opening,Species,Site,Tree.Age,Tree.Height,julian.date.2011,Branch.Height,SRL,Root.Wood.Density,Twig.branching.angle,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging Tolerance,DBH.DGH,Leaf Area.Ratio,Branch.Dry.Mass,Leaf.Thickness,Leaf.Density,C.N,C.P,N.P,Kl,Kleaf,Biomass1,pcent.max.Bio1,Total.Transmitted.Light 
J5OSV10,127.1910728,5063.487092,381.5131227,8.484848485,5,0.574523358,0.756528926,0.917073171,20.64114754,24.6126232,47.13897732,3.0448,12.94515672,1.574196732,0.038479262,49.68884758,961.9991308,0.012669763,0.114568583,5098.590301,0.98602032,-33.35920746,6.534675101,0.943493312,0.817128249,39.06033009,0.292666667,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,153,26.17,-10.5,13.33,4,OSV,Telephone Line,30,534.2025058,184,4.9,NA,NA,NA,12,4.58,3.25,1.07,0.763636364,363.9279907,4.305,0.0944,0.260726941,15.4817976,3.641437362,0.235207659,437.5504537,0.487994989,0.637630997,0.42051684,2.13
J5POT8,149.5190228,4846.272214,247.496551,12.375,5.81,0.503245172,0.470781563,0.956599068,10.75842105,81.35609804,51.3466,2.9588,11.54947823,-2.930929422,0.02611746,84.24471185,1577.522765,0.00526215,0.1946339,5353.99708,0.953680925,-30.42448532,3.918007244,0.149930507,2.217796132,6.628781512,0.010666667,5.92,4.465469105,0.192987641,12.8515141,121.4103937,1928.886031,86.83154038,15,0,0,0,153,26.17,-10.5,13.33,10.68,POT,Telephone Line,15,523.3165799,184,4.2,203.1084906,0.58676414,NA,25,1.21,1.77,1.77,0.813953488,117.5023752,5.423379732,0.1494,0.544552196,17.35385967,4.44579391,0.256184733,434.9924862,1.663691216,0.340195756,0.04317519,6.33
J5PRS4,200,7952.378432,870.4916475,35.5,3.225,0.545358702,0.671841909,0.611885992,16.91533333,35.27371615,46.8116,3.1033,15.24639629,-3.339757137,0.024525964,42.73810498,790.1937751,0.003054603,0.133243496,5653.580021,0.941647706,-30.11278648,NA,NA,NA,NA,0.21465,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,153,26.17,-10.5,13.33,12.37,PRS,Telephone Line,NA,340,184,2.4,NA,NA,NA,22,2.46,3.02,1.06,0.80952381,165.7428745,1.649,0.1352,0.260900267,15.08445848,3.070338663,0.203543181,316.4916047,1.507107317,NA,NA,4.82
J5PRS5,145,3100.789594,609.8653856,14.75,4,0.587776432,0.750520538,1.081972676,13.88488372,41.42031656,46.7619,2.756,17.22032273,-3.366032944,0.040803503,27.60553887,523.9856517,0.005318148,0.107301516,3764.203517,0.966703466,-29.92379959,1.103225631,0.061526433,0.173670278,18.16446739,0.083,4.98,10.11348091,0.378773585,21.20517535,152.9817352,2756.476725,178.2948238,19,0,0,0,153,26.17,-10.5,13.33,3.01,PRS,Telephone Line,18,290,184,1.5,NA,NA,NA,22,2.46,3.02,1.06,0.714285714,255.1116295,3.001,0.1242,0.333496913,16.96730769,2.715506599,0.160043458,254.2029085,0.665612288,0.202466025,0.051088642,1.47
J5QUR11,144.3325641,9089.473795,192.1674648,24.33333333,6.805,0.536036448,0.712311757,0.996429148,124.285,45.2588808,49.0867,2.5193,19.12025935,1.808681202,0.029361167,431.1231197,1892.839687,0.051057594,0.150102458,24978.82434,0.223605576,-30.94979439,1.641204327,0.058192132,7.508547563,56.15749736,0.624333333,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,153,26.17,-10.5,13.33,2.85,QUR,Telephone Line,66,678.3630512,184,5,NA,NA,NA,25,2.75,2.88,1.12,0.824561404,202.1167313,8.283579439,0.1354,0.334260567,19.4842615,2.567261202,0.131760765,2498.019379,1.895794702,0.316351508,0.050499765,2.45
J5SOA1,189.7435897,5849.96557,294.4925829,15.75,4.965,0.437291532,0.633933759,0.631129477,40.62769231,40.19615268,46.3416,2.2107,11.3735724,0.123366399,0.041086266,21.70560039,406.3643837,0.002346055,0.101755263,3082.283689,0.953485172,-32.27437576,0.574359949,0.031630901,2.596357565,77.05094363,0.119666667,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,153,26.17,-10.5,13.33,3.98,SOA,Telephone Line,29,370,184,2.4,154.1298507,0.569509044,NA,10,2.59,1.77,1.27,0.722222222,155.8402204,3.63,0.106,0.379208988,20.9624101,4.074498177,0.194371647,213.3118211,0.990955837,0.048476856,0.016145864,1.96
J5TIA6,95.34883721,1292.88762,124.9307599,14.33333333,6.9,0.358282639,0.381930295,1.612543634,78.105,36.41732283,42.67158583,3.5823,21.72829958,-0.469067001,NA,NA,NA,NA,NA,NA,NA,-28.2566436,4.860841407,0.570009609,1.189715561,2.322884385,0.033333333,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,153,26.17,-10.5,13.33,4.97,TIA,Telephone Line,18,410,184,2.9,NA,0.393461538,NA,35,3.98,2.88,1.26,0.826923077,429.5898854,4.987151869,0.14,0.260123735,11.91178456,1.963871387,0.16486794,NA,NA,0.925265206,0.458279036,3.82
J5TIA7,137.5,1337.930639,138.9618046,12.71428571,6.625,0.367388376,0.363299663,1.408189909,101.005,34.9267638,45.67670043,3.084,16.51678261,0.903210109,0.018935985,71.67176062,1200.76859,0.027512347,0.184413677,4601.402015,0.853259939,-30.6688369,3.313853247,0.398477354,0.561109997,15.58230631,0.204666667,5.67,6.870671757,0.333769291,10.54102264,103.7164844,1351.80787,98.14811023,20,0,0,0,153,26.17,-10.5,13.33,4.1,TIA,Telephone Line,15,330,184,2.5,157.1098143,0.343575419,NA,35,3.98,2.88,1.26,0.666666667,407.7497429,5.852903752,0.1184,0.294989559,14.81086266,2.765472035,0.186719174,392.8760171,0.341955928,0.283330228,0.143898517,1.89
J5ULA5,116.9230769,1712.500439,479.3187906,12.5,4.45,0.571745398,0.763480285,1.394303202,32.59384615,48.28660436,43.7147,3.0456,14.68203813,4.800814571,0.041311445,213.0835531,525.0187409,0.07069073,0.177722378,10567.92991,0.125485916,-29.48796066,4.472858641,0.246803531,0.281787318,51.76281513,0.475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,153,26.17,-10.5,13.33,8.73,ULA,Telephone Line,29,380,185,2.9,NA,NA,NA,35,3.14,2.92,2.46,0.570175439,290.9086629,4.248,0.1344,0.35927533,14.35339506,2.977427222,0.20743714,1196.378726,0.439561519,0.509790756,0.150645833,4.77
J5ULA6,166.6666667,3257.311807,413.5953586,12.75,4.51,0.506742047,0.700744186,1.122338205,31.6473913,33.20556678,43.2108,3.4062,12.85012864,4.899850197,0.028158498,281.8811402,175.4719295,0.137275099,0.278173319,13393.43685,0.031703831,-32.31791992,1.715014672,0.083872251,2.583645919,35.42952285,0.108666667,5.49,11.84529069,0.372537417,8.772643097,191.9012799,3057.490132,170.0794504,21,0,0,0,153,26.17,-10.5,13.33,2.36,ULA,Telephone Line,14,350,184,2.8,NA,NA,NA,35,3.14,2.92,2.46,0.6,336.091858,2.395,0.1032,0.321759368,12.68592566,3.362674508,0.265071276,1003.522087,0.227076405,0.126618947,0.033162566,1.64
J6ACR4,198.5,4498.168532,280.5616124,10.3,5.375,0.488251276,0.589468085,2.299569995,35.92228571,52.98740137,50.0782,2.2811,15.86616851,-0.717058406,0.015621651,59.22798399,922.8193806,0.015907411,0.096989452,9490.82384,0.793523635,-31.38768204,6.966273814,0.301739043,0.785398163,16.84419206,0.477666667,4.93,24.17617976,0.952003023,12.68328043,275.4380184,2200.460952,136.00565,15,0,0,0,207,26.5,-11,13.26,6.72,ACR,Rock Castle,21,397,191,2.8,NA,NA,52.436,25,3.44,1.84,3.08,0.606060606,426.7845198,4.186,0.1278,0.414611904,21.95353119,3.156288171,0.143771321,578.953252,0.529058037,2.255739685,0.528301526,5.15
J6ACSA12,163.255814,13138.13826,397.9555354,11.27777778,4.795,0.551150206,0.773209877,0.762043409,43.366,37.01056127,48.8333,2.3982,15.79577958,-4.734709549,0.020691363,49.66739308,741.3845378,0.006457711,0.110107918,7146.942336,0.760225212,-31.70200882,1.376327296,0.025198609,3.266826675,33.37444709,0.096666667,4.61,7.095078693,0.222074747,18.24433947,102.3254832,519.932757,49.58173231,55,17.3,-0.866025404,0.5,207,26.5,-11,13.26,4.8,ACSA,Rock Castle,52,702,191,5.7,70.78397959,0.651448639,60.026025,35,4.76,2.88,3.37,0.826923077,197.0989942,3.778,0.1154,0.320715436,20.36248019,3.091540986,0.151825365,449.2360684,1.320656051,0.317375832,0.024633464,3.27
J6AMSP3,153,4503.008679,539.4913135,13.42857143,4.28,0.595292205,0.769461827,0.402650357,29.132,36.45475765,46.089,2.4591,18.9754454,-1.285867767,NA,NA,NA,0.002380651,NA,NA,0.97068152,-31.11941895,0.296868725,0.013651962,0.706909984,17.33374102,0.294,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,207,26.5,-11,13.26,4.08,AMSP,Rock Castle,28,306,191,2,NA,0.804684685,53.816925,12,NA,NA,NA,0.784313725,104.7706422,2.943,0.1266,0.287952272,18.74222276,2.428875793,0.129593796,NA,NA,0.033455017,0.008706273,2.59
J6CAC10,138.2716049,5450.891706,116.9983966,28.66666667,7.8095,0.429817971,0.759313984,0.725490027,222.9928571,32.72366187,47.06833925,3.2607,17.82995024,-1.608247662,0.03801739,141.3763608,228.4056765,0.308037513,0.151882404,16332.32962,0.082281122,-30.17911751,2.538937531,0.151472388,0.584746564,19.70100939,0.068333333,4.76,7.446203559,0.258468208,24.43632101,141.274037,1189.668452,77.02816695,25,17.3,-0.866025404,0.5,207,26.5,-11,13.26,2.91,CAC,Rock Castle,42,560,191,3.5,NA,NA,50.30603333,25,2.07,4,2.5,0.710526316,216.7768111,12.27308395,0.0948,0.345186307,14.43504132,2.639846921,0.182877684,912.3951852,0.078225928,0.727274511,0.190658887,2.39
J6CAC9,288,6316.801088,158.8762275,57,6.7,0.429602426,0.718778626,0.903493483,136.6355556,50.12523176,45.93960375,2.8391,10.39285974,-0.750966334,0.035013241,260.1050358,400.3460196,0.131514283,0.139587309,29131.8498,0.078389314,-30.60407478,1.291144904,0.076990759,0.58150897,16.86075324,0.471333333,5.19,23.16436469,0.8681002,12.31907321,255.6621338,3493.321232,165.7364341,9,0,0,0,207,26.5,-11,13.26,6.18,CAC,Rock Castle,15,288,191,1.3,15.70119048,0.653333333,70.6035,25,2.07,4,2.5,0.526315789,179.6481228,7.376920946,0.1254,0.399722741,16.18104461,4.420304412,0.273177939,1863.054599,0.213141204,0.237432148,0.062212888,4.5
J6COA3,77.10526316,1013.258935,158.3031322,13.125,6.18,0.364187184,0.509863014,0.658467115,20.89974359,28.29135433,44.127,3.3505,15.62126025,-1.620515585,0.030762015,33.17087847,371.9354577,0.01066141,0.104301314,4886.764823,0.571058657,-31.79162514,4.099962392,0.305261408,0.735544586,27.82731588,0.226333333,4.43,18.06922389,1.027154336,23.68326189,283.1892335,1392.763374,92.34492944,17,8.5,-0.99756405,-0.069756474,207,26.5,-11,13.26,4.8,COA,Rock Castle,27,293,191,2,22.02432432,0.561991539,57.65865,10,4,1.77,1.02,0.926829268,231.4707405,3.862,0.1032,0.27414103,13.17027309,2.824804099,0.214483335,319.0057783,0.341228386,0.283923989,0.123949026,3.96
J6OSV12,140.2597403,6820.342444,766.6171152,9.105263158,3.52,0.572165989,0.783042394,0.882831858,14.09166667,27.98006252,44.3507,2.6215,10.65216287,-3.076067982,0.021792345,95.15954814,1830.048261,0.006160744,0.133172587,8658.453652,0.979445515,-32.55139908,1.245329095,0.179066073,0.509660382,21.97816906,0.078666667,5.05,6.114226049,0.201474443,22.58091076,104.4024876,317.6403,36.24415417,55,17.3,-0.866025404,0.5,207,26.5,-11,13.26,4.825,OSV,Rock Castle,30,540,191,3.9,NA,0.685758514,66.22676,12,4.58,3.25,1.07,0.785714286,306.9097345,2.825,0.0828,0.33792346,16.91806218,4.163539419,0.246100255,714.5140691,2.262750475,0.183268145,0.120369181,3.065
J6PRV4,245,7275.072863,384.7462867,10,4.745,0.521801198,0.657004831,0.819124715,10.00337662,35.26082102,45.3609,2.7585,15.12448404,-1.369446859,0.023557979,26.44668732,475.8483608,0.008034299,0.107708324,4623.260142,0.916362708,-31.02600868,0.95162631,0.019167283,2.061843216,27.24711162,0.822666667,5.24,16.55679895,0.751946928,45.92172321,186.1819062,3017.937672,132.0168944,26,9,-0.99756405,-0.069756474,207,26.5,-11,13.26,3.59,PRV,Rock Castle,15,343,191,1.7,107.5159204,0.665993946,47.43245,9,2.59,2.88,1.11,0.636363636,229.0614723,3.953,0.1084,0.325284327,16.44404568,2.999170079,0.182386387,242.0424797,0.386958854,0.082215676,0.036714598,2.86
J6QUR13,180,5625.345322,164.6195051,22.8,6.815,0.46054409,0.708980514,1.036266135,69.32666667,41.61114393,49.5241,2.8485,17.10596603,1.510965064,0.016408853,373.6807165,1252.178412,0.069249752,0.162395096,31725.51322,0.17066153,-32.08694847,0.724373315,0.022066881,0.53023696,16.16397077,0.201666667,4.573333333,8.642804673,0.379144728,8.533624364,95.96699786,734.3702251,58.50211072,14,0,0,0,207,26.5,-11,13.26,5.58,QUR,Rock Castle,24,369,191,2.9,18.23004115,0.69493007,65.7633,25,2.75,2.88,1.12,0.706896552,242.7212933,8.867413199,0.1304,0.319103864,17.38602773,2.895136114,0.16652085,2254.823116,0.797751579,0.062632755,0.008590093,4.49
J6SOA2,125.6790123,4129.90118,413.6257612,18.33333333,4.4,0.48235983,0.662378559,1.147681041,30.92833333,45.91259363,48.139,2.1979,18.72493223,-0.424967098,0.032758684,35.79621718,555.5703449,0.005231571,0.170074385,3501.673905,0.790445683,-31.60685692,8.520994769,0.517628026,10.55924197,4.337361357,0.262666667,4.78,18.28992798,0.769776876,16.15146124,173.0840097,947.5682331,83.73948286,17,0,0,0,207,26.5,-11,13.26,6.76,SOA,Rock Castle,29,509,191,3.7,93.50798193,0.59423318,46.3853,10,2.59,1.77,1.27,0.764150943,247.8925956,2.458,0.1112,0.412883036,21.90227035,2.570850426,0.117378262,208.6264353,0.74889588,1.218901232,0.447811704,4.31
J6TIA9,160.8333333,404.5644567,121.462013,11.44444444,6.84,0.342303137,0.264828078,0.767525636,60.26,28.40631772,47.0413,3.1216,22.00164604,-0.685867267,NA,NA,NA,NA,NA,NA,NA,-31.18409904,2.094895074,0.234702716,1.36383098,17.24587598,0.084666667,NA,NA,NA,NA,NA,NA,NA,55,14.3,-0.939692621,0.342020143,207,26.5,-11,13.26,4.2,TIA,Rock Castle,10,193,191,1.3,NA,NA,61.54765,35,3.98,2.88,1.26,0.48,267.9084342,5.954198512,0.1476,0.192454727,15.06961174,2.138080938,0.141880294,NA,NA,0.261990174,0.123974932,2.77
J6ULA7,129.4117647,3222.467574,308.4276148,10.91666667,5.04,0.471924505,0.712096333,1.218094667,25.1992,32.95342709,42.38873881,3.8208,17.31458072,0.889972395,0.025211648,483.4050606,1175.157722,0.058223485,0.234438619,15815.5355,0.123809815,-31.73543198,2.531211266,0.11528278,1.889404328,29.01750078,0.451333333,4.66,21.66454946,1.010989011,12.48710339,338.3655551,1063.189856,107.9421762,15,0,0,0,207,26.5,-11,13.26,5.68,ULA,Rock Castle,13,440,191,3.1,128.6241935,0.62962963,80.66515,35,3.14,2.92,2.46,0.68,354.7603355,3.338,0.2094,0.157370712,11.09420509,2.448152774,0.220669508,2102.546257,1.560657562,0.668304651,0.163008219,3.44
J7ACR6,193.75,2453.161129,460.6291573,17.5,4.475,0.555642818,0.675207234,0.688350481,25.61142857,31.26394467,48.64664335,2.7148,12.22236199,-2.122420931,0.025391652,28.99091028,506.6910323,0.004461038,0.081732591,5167.323283,0.890125978,-32.03806145,1.190488558,0.058682487,0.547985072,29.83400837,0.148333333,5.01,12.07938806,0.463493085,17.20544096,175.2116223,2954.9432,151.3487766,24,8.5,-0.866025404,-0.5,146,26.5,-10.75,13.47,6.44,ACR,La Guérite,15,310,176,2.3,72.46972789,0.613149292,NA,25,3.44,1.84,3.08,0.484848485,216.0504481,3.013,0.1036,0.301775528,17.91905236,3.980134396,0.22211746,342.5686973,1.179827203,0.111192745,0.029636141,3.84
J7ACSA14,186.4,8309.250324,293.771628,28.33333333,5.415,0.51887766,0.757370518,2.009169638,90.88230769,40.50039358,48.2345,2.5292,11.76196729,-2.922584534,0.03273155,27.872413,442.7450607,0.01352246,0.069837868,3824.6964,0.809001387,-30.44270241,3.443782003,0.059358853,4.987592497,20.78487917,0.126666667,5.08,25.09764519,1.215767635,126.1528054,297.8794592,4490.554668,254.8610632,12,29.6,-0.275637356,-0.961261696,146,26.5,-10.75,13.47,6.16,ACSA,La Guérite,25,466,176,3.5,74.05699132,0.654606179,NA,35,4.76,2.88,3.37,0.714285714,486.1334692,3.926,0.093,0.435488103,19.07105013,4.100887107,0.215032055,394.1911616,0.332967606,0.528500692,0.038618216,2.65
J7AMSP5,240,6377.380638,974.0064346,22.75,3.28,0.631201053,0.845558739,0.671482076,13.55470588,29.85722345,45.5019,2.6518,13.74656174,-0.557198114,0.022738907,67.92825036,1304.144352,0.002898144,0.222053508,5881.543482,0.977789449,-32.33752289,0.287690562,0.014027935,3.503303065,7.91925312,0.475333333,NA,NA,NA,NA,NA,NA,NA,26,14.1,-1,1.23E-16,146,26.5,-10.75,13.47,3.55,AMSP,La Guérite,14,264,176,1.8,NA,NA,NA,12,NA,NA,NA,0.611111111,216.5222044,1.869,0.1112,0.268500211,19.15594334,3.010534618,0.157159298,294.8386234,4.116263896,0.019822861,0.005469843,1.51
J7AMSP6,158.3333333,13059.59241,838.0765137,20.66666667,3.375,0.575028573,0.770398406,0.982487923,27.15583333,49.31414368,47.1215,3.3376,11.41227151,-1.448364363,0.019442089,50.53631581,947.3615729,0.002578876,0.161745537,5469.907828,0.954733798,-31.33732613,1.89590149,0.084218135,0.39221039,47.6288368,0.102,4.21,19.61207665,0.831547619,32.08051945,190.0296038,1128.92087,90.94579843,14,24.3,0.5,-0.866025404,146,26.5,-10.75,13.47,6.8,AMSP,La Guérite,33,665,176,4.5,NA,0.681194409,NA,12,NA,NA,NA,0.875,197.7113527,1.656,0.1494,0.330081283,14.11837848,4.129020236,0.292457115,309.3968027,1.968886303,0.189256217,0.047575175,3.27
J7BEPA10,252.7272727,4337.000113,433.1600529,6.4375,5.09,0.675992946,0.548694316,0.71688693,21.05974359,40.82402932,49.0577,2.1928,10.31952795,-0.07909821,0.016965288,44.17605074,852.3360794,0.009072683,0.116169535,4576.553709,0.982639221,-31.4463311,NA,NA,0.6072594,27.96199114,0.346,NA,NA,NA,NA,NA,NA,NA,NA,10.9,-0.882947593,0.469471563,146,26.5,-10.75,13.47,5.84,BEPA,La Guérite,17,278,176,1.3,NA,NA,NA,25,1.54,2.02,1.25,0.578947368,175.6041582,4.677167148,0.1416,0.288305292,22.37217256,4.753870551,0.21249034,413.9643124,0.486912774,NA,NA,4.77
J7BEPO8,128.9473684,2444.918117,337.8158008,16,4.92,0.492570463,0.490704846,1.51951952,12.2355,49.97752442,49.703,3.6819,20.08140897,-1.565738268,0.019853664,55.10446482,1060.48,0.007043727,0.115149861,7420.613385,0.980134787,-29.54391708,0.344278287,0.29351834,0.185255143,18.13377014,0.410666667,NA,NA,NA,NA,NA,NA,NA,NA,8.1,-0.99756405,0.069756474,146,26.5,-10.75,13.47,7.67,BEPO,La Guérite,19,490,176,3.6,NA,NA,NA,15,1.5,2.34,1,0.678571429,304.4963145,3.663,0.1242,0.402395527,12.83806059,2.583030905,0.201201022,482.2219359,0.891438738,0.046498265,0.141599988,5.29
J7BEPO9,158.2608696,1890.732127,330.2886934,27.85714286,4.975,0.492422715,0.558563536,1.649306538,17.6074359,49.87694593,52.5132,3.5695,13.7927638,0.14092551,0.016823818,128.1564238,2491.663707,0.007940781,0.164201703,10639.80353,0.990191415,-31.72890266,0.443236532,0.37777296,3.463605901,5.830301512,0.195,6.07,9.84007292,0.293600796,15.7894996,180.1112448,2899.785067,113.5291343,15,15.6,-0.984807753,-0.173648178,146,26.5,-10.75,13.47,2.32,BEPO,La Guérite,14,364,176,2.8,240.86,0.452976253,NA,15,1.5,2.34,1,0.528735632,349.968865,3.533,0.137,0.364065299,14.71164029,3.807300752,0.258795123,780.8495022,2.9059589,0.06987078,0.212711891,1.4
J7CAC12,150.7407407,4167.713381,151.7760912,27,6.69,0.409179437,0.801639344,1.703332739,315.1444444,35.2078412,44.631,2.8727,12.47193278,-0.038474302,0.035348691,394.4235938,2302.305072,0.0961242,0.150217879,41534.74267,0.297283013,-30.49359169,3.389253042,0.192492886,0.829637412,26.29080281,0.092666667,NA,NA,NA,NA,NA,NA,NA,21,25.7,-0.275637356,-0.961261696,146,26.5,-10.75,13.47,5.65,CAC,La Guérite,22,407,176,2.9,NA,NA,NA,25,2.07,4,2.5,0.65060241,489.043495,6.390413188,0.1172,0.300408201,13.99838138,3.238995087,0.231383543,2634.137943,0.452120717,0.212110518,0.052935878,3.45
J7CAC13,130.4878049,5415.101063,112.9769664,21.25,8.255,0.46374823,0.835005793,0.460875834,180.8075,60.85201112,42.41369301,2.5296,10.72557439,1.230175412,0.035862697,194.422301,426.4359286,0.04926356,0.136961691,22433.89582,0.111706339,-29.60578186,13.36163554,0.860079853,0.249922887,7.503473363,0.079333333,6.32,11.28967728,0.546852647,5.612353786,270.6734536,3714.677737,165.4150458,20,7.4,-0.984807753,-0.173648178,146,26.5,-10.75,13.47,7.17,CAC,La Guérite,19,535,176,3.7,75.01142857,0.522581607,NA,25,2.07,4,2.5,0.732142857,74.46963189,10.52778133,0.16425,0.370484086,16.76695644,3.954444906,0.235847509,1426.111396,0.42781885,1.950646884,0.551740726,4.59
J7FAG10,161.25,3050.225946,724.844467,24,3.715,0.602588259,0.767136564,1.894130554,52.206875,34.41835965,47.2233,2.6086,11.98374332,1.459661186,0.01684143,60.74354924,1137.057049,0.004184583,0.136020217,6850.221746,0.953349627,-30.73808968,6.039599565,0.411886393,1.213357308,13.41036309,0.106333333,6.38,8.585283395,0.327073552,6.468299443,281.584878,3398.659805,153.5746544,43,8,-0.984807753,-0.173648178,146,26.5,-10.75,13.47,6.68,FAG,La Guérite,31,387,176,3.1,67.9076087,0.690221375,NA,25,4.75,1.5,1.5,0.545454545,536.7032364,1.823,0.1006,0.342130812,18.10292877,3.94061344,0.217678227,440.5063146,1.700282707,0.930576265,0.22528504,3.17
J7FRA13,148.8372093,6274.966323,119.5685618,23.75,7.79,0.437069118,0.738243513,1.365602245,181.525,45.42074094,45.9979,2.2363,12.16012383,-0.355912147,0.0197133,183.9621265,635.7115585,0.124465007,0.105243419,15597.69673,0.175995595,-30.7044619,17.52124126,1,0.095835083,13.79746817,0.176,5.04,10.06517882,0.356311671,12.66733301,107.0522988,2159.780711,93.64986993,25,10.9,-0.866025404,-0.5,146,26.5,-10.75,13.47,8.76,FRA,La Guérite,17,640,176,4.7,NA,NA,NA,30,2.46,2.38,2.59,0.671875,314.9509079,10.05343983,0.1296,0.35046868,20.56875196,3.782683519,0.183904377,1681.955803,0.257811481,3.635919705,1,2.64
J7OSV14,152,5389.918,563.8789942,17.6,3.975,0.536683673,0.755012992,0.789543058,33.334,30.71938561,44.4261,2.7702,18.32901098,1.214888468,0.028008701,65.36380786,1261.145955,0.00391841,0.137734472,2497.365514,0.982648321,-31.50937279,2.796439417,0.377164609,8.518345076,31.77152365,0.095,5.35,11.27844875,0.437270221,8.790545745,190.2102201,2670.899196,144.6357656,30,7,-0.984807753,-0.173648178,146,26.5,-10.75,13.47,5.52,OSV,La Guérite,32,456,176,3.5,53.30617284,0.652437266,NA,12,4.58,3.25,1.07,0.714285714,248.3655536,2.276,0.127,0.241884926,16.03714533,2.423813268,0.151137451,469.7821646,5.657618568,0.770750684,0.474830474,2.39
J7PRS10,132,971.4988838,339.2390152,7.35,5.07,0.525266754,0.738807018,0.348625432,10.96811321,37.60472037,46.3181,2.3787,12.50170844,-2.330104456,0.030781939,36.98239533,642.8525226,0.008195105,0.137526201,4897.287327,0.885291767,-30.67390831,1.838288019,0.091617555,3.993422034,19.9001603,0.098333333,5.18,20.53096802,0.732936078,37.89552971,230.5948353,2660.183066,165.1497816,13,25.7,-0.275637356,-0.961261696,146,26.5,-10.75,13.47,3.77,PRS,La Guérite,17,198,176,1.7,NA,NA,NA,22,2.46,3.02,1.06,0.535714286,91.22803737,7.225519906,0.154,0.244186496,19.47202253,3.704941625,0.190269995,268.7625333,0.511717358,0.236826017,0.053403456,2.02
J7PRS9,100.6896552,1491.766804,571.1249512,32.16666667,3.87,0.515242009,0.651460055,1.037100068,28.26456522,17.45925533,46.2508,4.0198,16.80776001,3.243076277,0.024209069,43.87085427,830.5111221,0.013293901,0.135593139,5213.795029,0.964138602,-30.96655998,4.628571092,0.226278572,0.142290807,30.79849049,0.212,6.07,9.100951492,0.269214815,5.721688734,229.5605757,2825.39103,134.0159922,21,9,-0.999390827,0.034899497,146,26.5,-10.75,13.47,3.82,PRS,La Guérite,15,292,176,2.5,64.27787234,0.435350757,NA,22,2.46,3.02,1.06,0.763157895,528.9108237,2.938,0.1216,0.143579402,11.50574655,2.75175276,0.239163339,321.6480053,0.394418945,0.661847767,0.146396067,2.14
J7PRV18,129.7368421,4196.373897,272.6663957,14.58333333,5.625,0.519678646,0.633131313,0.668988543,12.450625,42.26695447,45.2689,3.0159,16.15643672,1.990747375,0.02644009,42.53777064,775.2263204,0.008101988,0.119855481,6235.330141,0.928162236,-30.95670494,7.468754634,0.149820797,0.211163292,20.96054545,0.093,6.28,8.397318223,0.258842075,5.383370475,175.3614833,2882.259849,118.5036392,45,8.7,-0.978147601,-0.207911691,146,26.5,-10.75,13.47,5.15,PRV,La Guérite,14,493,176,3,41.55531453,0.70113852,NA,9,2.59,2.88,1.11,0.775510204,157.4190451,7.134651333,0.1364,0.309875033,15.01007991,2.801911139,0.186668636,349.4737522,0.740017559,1.475838744,0.656376244,2.53
J7PRV5,170,654.2380426,135.1581135,13.06666667,8.49,0.586834588,0.730945122,0.236784767,6.41119403,60.45861949,44.9661,3.295,13.00166331,6.167587929,NA,NA,NA,NA,NA,NA,NA,-29.40624847,44.14639628,1,0.116460778,9.401223279,0.250666667,6.18,7.693102432,0.277307941,4.970052831,194.9413235,2841.025243,115.4284153,30,8.5,-0.999390827,0.034899497,146,26.5,-10.75,13.47,7.57,PRV,La Guérite,15,170,176,1.3,NA,NA,NA,9,2.59,2.88,1.11,0.37037037,38.95527277,16.15391076,0.1646,0.367306315,11.51566203,2.917341166,0.253336817,NA,NA,1.655864765,0.831609885,4.81
J7PRV6,102.5806452,1927.938456,280.9795641,6.75,5.58,0.526988737,0.651849315,0.873143326,8.947721519,55.92258831,46.00572255,2.9865,13.86416913,1.449015892,0.018469937,44.00562966,806.9089015,0.006469023,0.136116025,6346.789243,0.933869898,-29.63045723,2.53984591,0.051665156,0.634021466,11.72509364,0.072,6.26,10.50725428,0.349447514,8.260463973,235.8826083,3126.089033,133.0301248,23,8,-0.984807753,-0.173648178,146,26.5,-10.75,13.47,8.88,PRV,La Guérite,20,318,176,2.45,NA,NA,NA,9,2.59,2.88,1.11,0.815789474,157.0582816,5.766521772,0.1374,0.407005737,15.40456138,3.318318041,0.215411394,355.0185429,0.871575052,0.204071772,0.092037189,4.89
